Filename,Age,Ethnicity,Eyes Color,Facial Hair,Gender,Glasses,Hair Color,Hair Covered,Hair Style,Smile,Visible Forehead
5475677955_a4734ed169_5095_99425225@N00_1_.png,early_adulthood,black,brown,no,male,no,other,no,bald,yes,yes
5145138661_315ce7dae3_1257_32616504@N03_4_.png,senior,white,other,no,male,no,black,no,bald,no,yes
5429907549_d89a4d2982_5172_49927411@N05_1_.png,adult,black,brown,no,female,no,other,turban,other,yes,yes
4665087019_2094162ddc_4015_50774375@N04_1_.png,middle_aged,east_asian,other,no,female,no,black,no,long_straight,yes,no
4685436910_889b3f55b0_4043_12411284@N06_1_.png,early_adulthood,black,brown,no,female,no,black,no,long_straight,yes,yes
4665348001_7b068e9512_4030_43041308@N00_2_.png,early_adulthood,east_asian,other,no,female,no,brown,no,long_straight,yes,yes
4900410683_2e44eca343_4115_35094517@N02_1_mirror.png,early_adulthood,white,blue,no,female,no,black,no,long_straight,yes,yes
5576909792_2fe51fa3b3_5135_61245951@N02_1_.png,middle_aged,white,brown,no,male,no,other,cap,other,yes,no
4780096630_d77b7cd5b0_4118_50874761@N06_4_.png,teenager,south_asian,brown,no,male,no,black,no,short_straight,yes,yes
4668404049_46b54e50c6_4065_7311936@N02_2_mirror.png,middle_aged,east_asian,brown,no,male,no,black,no,short_straight,no,yes
4825924958_8804c9cd54_4114_21460911@N05_1_.png,teenager,south_asian,brown,no,female,no,black,no,long_straight,yes,yes
5275514356_04a731df92_5201_16883154@N00_1_.png,teenager,black,other,no,female,no,black,no,short_curly,no,yes
4660898719_f63f8488e7_1267_12227898@N03_2_.png,senior,east_asian,other,no,male,no,white,no,long_straight,yes,no
4670557923_8b73dc34ac_4059_66316556@N00_1_.png,middle_aged,white,brown,light_mustache,male,no,brown,cap,short_curly,no,yes
4688664033_70819030c8_4010_23020848@N03_12_mirror.png,adult,east_asian,other,no,male,no,black,no,short_straight,yes,no
4672193289_5ab32256f0_1298_31096449@N02_1_.png,baby,east_asian,brown,no,female,no,black,no,short_straight,no,yes
4879454242_4eda677f0c_4141_16026448@N00_4_.png,kid,south_asian,other,no,male,no,black,no,short_straight,yes,yes
4801043647_76a9b5a917_4120_47613732@N02_2_mirror.png,adult,black,brown,no,female,no,black,no,short_straight,yes,no
4859791813_4d43bf42bd_4096_42342411@N07_1_.png,adult,south_asian,brown,thick_beard,male,no,black,no,short_curly,yes,yes
4665086637_c90b52d972_4016_50774375@N04_1_mirror.png,early_adulthood,white,brown,no,female,no,brown,no,long_curly,no,yes
4837931382_3417235dba_4105_52487851@N02_7_.png,early_adulthood,south_asian,brown,no,male,no,black,no,short_straight,yes,yes
4767146910_87964cf607_4117_50004676@N03_1_.png,early_adulthood,south_asian,other,no,male,eyeglasses,black,no,short_straight,no,no
4882021647_7127bc5315_4082_51985912@N05_5_.png,senior,white,brown,light_mustache,male,no,other,cap,other,no,no
4692636797_58dc9ff328_4059_40008754@N07_8_mirror.png,retirement,east_asian,brown,no,male,eyeglasses,black,no,short_straight,yes,yes
5706452472_bae7cd0fce_2507_41470512@N08_1_mirror.png,retirement,white,brown,light_beard,male,no,white,no,short_straight,yes,yes
4786519682_f79c55fb95_4135_85173665@N00_1_mirror.png,adult,south_asian,brown,thick_beard,male,no,black,turban,other,yes,yes
5142119924_9675bfa785_4049_69824970@N00_1_mirror.png,teenager,south_asian,other,no,male,no,black,no,short_straight,no,yes
4658568893_69d408e3ab_1296_56377622@N00_2_mirror.png,adult,white,green,no,male,no,brown,no,short_straight,yes,yes
5547788691_80d12dff7a_5016_39325837@N03_3_.png,kid,black,other,no,female,no,black,no,short_curly,yes,yes
5159884631_c72bd6d3fe_4058_55409210@N07_1_.png,early_adulthood,south_asian,brown,light_goatee,male,no,black,no,short_straight,yes,yes
5839738709_9f473cf918_5027_54804686@N04_1_mirror.png,early_adulthood,black,brown,no,female,no,black,no,short_curly,yes,yes
4879455690_4bd8f35918_4134_16026448@N00_6_mirror.png,teenager,south_asian,brown,no,male,no,black,no,short_straight,yes,yes
4684251993_179d1c2590_4072_42655492@N04_2_.png,early_adulthood,south_asian,brown,light_goatee,male,no,black,no,short_straight,no,yes
4840974902_c24acee5cb_4108_20594054@N03_1_.png,early_adulthood,east_asian,brown,no,male,no,black,no,short_straight,yes,yes
4678283391_38d3b47344_4063_14261229@N05_5_mirror.png,middle_aged,east_asian,brown,no,male,eyeglasses,black,no,short_straight,yes,yes
5561917605_27e1d31807_5182_77334245@N00_1_.png,early_adulthood,black,other,no,female,no,brown,no,short_straight,no,yes
4923418138_05c5c4a328_4142_16026448@N00_2_.png,adult,south_asian,brown,thick_goatee,male,no,brown,no,short_curly,yes,no
4902541533_eb6bcf1aa0_4100_20661893@N05_1_.png,early_adulthood,black,brown,no,male,no,black,no,bald,yes,yes
5045284034_25402c408e_4127_63946635@N00_1_.png,middle_aged,white,green,no,female,no,brown,no,long_straight,yes,no
5399293889_4d1dcbc38a_5020_54048808@N00_6_mirror.png,early_adulthood,black,brown,light_mustache,female,no,brown,turban,short_straight,yes,no
4880724993_8ae2c43339_4139_40630637@N03_2_.png,senior,south_asian,other,no,male,no,black,no,short_straight,no,yes
4989557081_6a849c98c7_4150_50907964@N08_2_.png,senior,white,brown,no,male,no,other,no,bald,yes,yes
4927285255_e172ff0b1f_4138_52035038@N03_4_.png,teenager,south_asian,brown,no,female,no,black,no,long_straight,no,yes
5476035703_eea288f25d_5253_99425225@N00_1_.png,kid,black,blue,no,male,no,blonde,no,bald,no,yes
5387902994_42e872cc9c_5215_38354625@N03_1_.png,elderly,black,other,light_beard,male,no,other,no,other,no,yes
5474205388_1050251d51_5298_58200910@N04_1_mirror.png,early_adulthood,black,brown,light_beard,male,sunglasses,other,no,other,no,yes
6352795734_be67018506_6056_44322920@N03_3_.png,adult,black,brown,no,female,no,black,no,bald,no,no
4688664033_70819030c8_4010_23020848@N03_6_mirror.png,adult,east_asian,brown,no,male,eyeglasses,brown,no,short_straight,yes,yes
4998890934_24980075ce_4092_53707389@N06_1_.png,senior,south_asian,other,light_mustache,male,no,black,no,other,yes,no
5197004368_efa62a3b98_4132_50517348@N05_1_.png,retirement,black,brown,thick_mustache,male,no,black,no,short_curly,no,no
5391933309_8293374d97_5297_42578385@N05_1_.png,teenager,black,brown,no,male,no,other,no,bald,no,yes
5122331462_ec27152645_1392_27573864@N02_1_mirror.png,middle_aged,south_asian,brown,thick_mustache,male,no,black,no,short_straight,yes,yes
4671737962_46e40f2986_4042_10405208@N08_2_.png,early_adulthood,white,brown,no,male,no,black,cap,short_straight,yes,yes
4720530109_2252e066b1_1236_48477408@N06_1_.png,middle_aged,black,brown,no,female,no,black,turban,other,yes,yes
5114193480_c83a7fb637_1162_55009523@N08_2_mirror.png,early_adulthood,white,other,no,male,no,black,no,short_curly,no,yes
4857887493_4db98c6200_4117_30353465@N07_1_.png,middle_aged,black,brown,light_goatee,male,eyeglasses,black,no,short_straight,no,yes
5574720980_bf2ac4af4e_5260_42879061@N00_1_mirror.png,kid,black,other,no,male,no,other,no,bald,no,yes
5197017408_9e3c09ca18_4148_50517348@N05_3_.png,adult,black,other,no,female,no,black,no,short_curly,yes,yes
4954364276_82bdc9217e_4123_49259414@N03_8_.png,teenager,black,brown,no,female,no,brown,no,long_curly,yes,yes
4843597037_c9a24f9230_4129_51887723@N05_3_.png,middle_aged,east_asian,other,no,male,no,other,no,bald,no,yes
5088195203_1272bfa399_4126_8262984@N03_1_.png,early_adulthood,white,brown,no,male,no,blonde,no,short_straight,no,no
5817912653_ce52de185f_3426_52735252@N07_3_mirror.png,adult,black,brown,no,male,no,other,cap,other,no,yes
4666231550_0e04d5d34e_4060_50799564@N06_2_mirror.png,teenager,east_asian,other,no,female,no,black,no,short_straight,no,yes
5643477833_e152b69e24_5003_15153944@N00_7_mirror.png,early_adulthood,white,brown,no,female,no,brown,no,other,yes,yes
5114199100_40f12877e9_1176_55009523@N08_1_mirror.png,early_adulthood,white,other,no,male,no,other,turban,other,no,yes
4863190506_3dde98ce7d_4139_30353465@N07_1_.png,middle_aged,black,blue,no,female,no,brown,no,long_straight,yes,yes
5158574362_4b6958ca06_1086_48481530@N06_1_.png,early_adulthood,south_asian,other,no,female,no,black,no,other,no,yes
4662543507_1f9de3bec2_4013_33659895@N03_1_mirror.png,senior,white,green,no,male,no,white,no,short_straight,no,yes
5167025021_96d7b6496c_4152_49143001@N02_1_.png,kid,south_asian,other,no,female,no,black,no,long_straight,no,no
4678217579_54a572c2e1_4047_14261229@N05_4_.png,adult,east_asian,other,no,female,eyeglasses,brown,no,short_straight,no,yes
4789704358_6ff90b0b39_4099_85173665@N00_7_.png,middle_aged,south_asian,blue,thick_beard,male,no,black,no,short_curly,no,yes
5961359654_21ebaf8571_6015_64821438@N06_2_mirror.png,early_adulthood,black,brown,no,female,no,other,turban,other,no,yes
4699181056_58882e15f7_4054_34835859@N03_2_mirror.png,early_adulthood,east_asian,brown,no,male,no,black,no,short_straight,yes,yes
4998290397_830e6741ee_4090_53707389@N06_1_.png,early_adulthood,south_asian,brown,no,female,no,black,no,long_straight,no,yes
5008823194_0231a80f21_4154_49394443@N08_1_mirror.png,senior,white,brown,no,male,no,brown,no,short_straight,no,yes
5470816211_43c8cf82dc_5139_59845074@N05_1_.png,kid,black,brown,no,female,no,brown,no,short_curly,no,yes
4780173933_2c3d26237c_4119_24502144@N04_2_.png,adult,south_asian,brown,no,male,no,black,no,short_straight,no,yes
4660017221_3e5729c743_1275_22314020@N07_2_mirror.png,teenager,east_asian,brown,no,female,no,brown,no,long_straight,yes,yes
5957045823_03c2e5dd47_6014_68022967@N00_6_mirror.png,kid,black,brown,no,female,no,black,no,long_curly,no,yes
5134771251_be9d25a262_4040_53330969@N02_1_.png,retirement,black,brown,no,male,eyeglasses,other,no,bald,yes,yes
4699285227_7fe8fe95df_1275_78433558@N00_1_.png,teenager,east_asian,other,no,female,no,black,no,short_straight,yes,yes
4693269426_5db4226e44_1273_40008754@N07_7_mirror.png,senior,east_asian,brown,no,female,no,black,no,long_straight,yes,yes
4910028010_71119a6a8f_4082_52879995@N04_6_.png,middle_aged,south_asian,brown,no,male,no,black,no,short_straight,yes,yes
5196388695_44c5f0e6c6_5001_50517348@N05_9_.png,kid,black,other,no,male,no,black,no,short_curly,yes,yes
5094059392_aff966e6ab_4147_17017867@N08_2_.png,teenager,black,brown,no,female,no,black,no,long_straight,yes,yes
4680983029_24f4c75b0f_4041_72132261@N00_4_mirror.png,early_adulthood,east_asian,other,no,female,no,black,no,long_straight,yes,yes
4659141969_118f213c83_4056_93943474@N00_1_.png,elderly,east_asian,other,no,female,eyeglasses,brown,no,short_curly,no,yes
4702918579_fd607396bf_4057_28315937@N05_2_.png,adult,east_asian,brown,no,female,no,black,no,long_straight,yes,yes
4658568893_69d408e3ab_1296_56377622@N00_1_mirror.png,middle_aged,white,brown,no,female,no,black,no,long_straight,yes,yes
6362922267_346a970428_6232_31493397@N07_1_.png,middle_aged,white,brown,light_beard,male,no,brown,cap,short_curly,yes,yes
5477303852_822cdbb363_5013_36994934@N06_4_mirror.png,middle_aged,black,brown,no,female,no,black,no,short_curly,no,yes
4932016605_3b5890a197_4094_38475250@N07_1_mirror.png,kid,south_asian,brown,no,female,no,black,no,short_straight,yes,no
5101394364_c86a880c2c_1210_29456680@N06_3_.png,senior,east_asian,brown,no,female,no,black,cap,other,yes,no
5053781083_6d3540a4bb_4154_49045206@N03_1_mirror.png,early_adulthood,white,blue,no,female,no,brown,turban,other,no,yes
5117524201_189f6a5632_4126_53266830@N05_1_.png,early_adulthood,white,other,no,male,no,blonde,no,bald,no,yes
5462414430_41b80e893c_5020_52096232@N03_3_.png,middle_aged,black,brown,no,male,no,black,no,bald,yes,yes
5138076987_c320989512_1103_54154295@N04_2_mirror.png,early_adulthood,black,brown,no,female,no,black,turban,short_curly,yes,yes
5564062503_bce5942842_5013_62341870@N00_1_.png,teenager,east_asian,other,no,female,no,black,no,long_straight,no,yes
5956982005_7c0df698f9_6030_22557146@N00_2_mirror.png,teenager,black,brown,no,male,no,black,no,short_curly,yes,yes
5073143778_d65210b95b_4111_8668786@N06_3_.png,early_adulthood,south_asian,brown,no,female,no,black,turban,other,no,yes
4669642414_8afb2bb8ef_4037_13832841@N04_1_mirror.png,middle_aged,east_asian,brown,no,male,no,black,no,short_curly,yes,yes
4695113269_540870d17d_4072_24229276@N08_1_.png,kid,east_asian,brown,no,female,no,brown,no,short_straight,yes,yes
5182810727_1b26b35355_4083_36196762@N04_1_.png,middle_aged,white,brown,no,male,no,black,no,short_straight,no,yes
4743044378_6b414d53bf_4137_8592579@N08_1_.png,teenager,south_asian,brown,no,male,no,black,no,short_straight,no,yes
4926794683_08ffecca35_4120_34157493@N05_1_mirror.png,retirement,south_asian,brown,thick_beard,male,no,black,no,short_straight,no,yes
4897960270_f69c6b1555_4116_47242743@N07_3_.png,middle_aged,white,brown,light_beard,male,no,black,no,short_straight,yes,yes
5130109105_6d700eac15_1320_64936964@N00_2_mirror.png,middle_aged,white,brown,no,female,no,white,no,long_straight,no,no
4973319410_3497879831_4104_53266830@N05_2_.png,senior,white,brown,no,male,no,brown,no,short_curly,yes,yes
5612658047_c3f0fbc2d4_5310_61671418@N06_3_mirror.png,senior,black,other,no,female,eyeglasses,brown,no,short_straight,yes,yes
5557082179_5cc6dc24ab_5186_37933312@N04_2_.png,early_adulthood,black,brown,no,female,no,other,cap,other,no,no
5054549114_2a13b3328c_4104_31187633@N03_1_mirror.png,teenager,south_asian,brown,no,female,no,black,no,short_straight,yes,yes
4665946452_495d5d23b0_4061_43041308@N00_1_.png,early_adulthood,white,brown,no,female,no,brown,no,long_straight,yes,yes
4937585651_c54bd6d195_4096_29456680@N06_1_mirror.png,adult,white,brown,no,male,no,brown,no,short_straight,no,no
5219078330_d52be28daf_5010_56302856@N06_1_mirror.png,kid,black,brown,no,male,no,other,no,short_curly,no,yes
5654990714_20166ede63_5025_61727647@N03_1_mirror.png,early_adulthood,black,brown,no,female,no,black,no,short_curly,no,yes
4871445317_08429e550f_4114_29319956@N07_4_.png,adult,south_asian,other,light_mustache,male,no,black,no,short_curly,yes,yes
5183566324_38084f5bef_1274_36196762@N04_1_.png,middle_aged,white,brown,no,male,no,other,no,other,yes,no
5612472449_f2844c6b23_5270_99135376@N00_1_mirror.png,kid,black,other,no,male,no,black,no,bald,no,yes
5001292949_f7627d8feb_4128_22863302@N02_1_.png,middle_aged,white,brown,no,male,no,other,cap,other,no,no
6085075096_fcd54e7ccf_6085_65739810@N03_1_.png,senior,white,other,no,female,no,blonde,no,short_straight,yes,yes
4677245430_aaab6bf5ca_4032_57529085@N00_2_.png,teenager,east_asian,brown,no,female,no,black,no,long_curly,no,yes
4665087205_e0355d568c_4042_50774375@N04_1_.png,middle_aged,east_asian,brown,no,female,no,brown,no,long_straight,yes,yes
5613235056_460a1b6144_5107_61671418@N06_2_.png,adult,black,other,no,male,no,black,no,short_curly,no,yes
5672020053_94b22fb5da_5269_34558572@N06_2_mirror.png,early_adulthood,white,other,no,male,no,brown,no,short_curly,yes,yes
4662396861_56abc5398b_4043_50575265@N04_3_.png,kid,east_asian,brown,no,male,no,black,no,short_straight,no,yes
4863366394_e492a08935_4134_42342411@N07_1_mirror.png,kid,south_asian,brown,no,male,no,black,no,short_straight,no,yes
4660043023_1a55b22c91_4039_22314020@N07_1_.png,senior,east_asian,other,no,female,no,black,no,short_straight,no,yes
5470819101_cc880525fa_5137_59845074@N05_3_mirror.png,adult,black,brown,no,female,no,other,turban,other,no,yes
4679065508_00a6f0ae8e_4026_11401748@N05_1_mirror.png,retirement,east_asian,brown,no,male,eyeglasses,black,no,short_straight,no,yes
4837931382_3417235dba_4105_52487851@N02_4_.png,teenager,south_asian,brown,no,female,no,black,no,short_straight,no,yes
6185486493_54b9201d7f_6158_36257671@N08_1_mirror.png,adult,black,other,no,female,no,black,no,long_curly,no,yes
5050713073_2398a36d54_4105_35907501@N04_11_mirror.png,teenager,south_asian,other,no,female,eyeglasses,black,no,long_straight,no,yes
5830681400_0de32b8fbd_3586_64002260@N05_6_mirror.png,early_adulthood,white,other,no,male,no,brown,no,short_straight,yes,yes
4767577520_3d4a07da0c_4118_51804194@N06_1_.png,kid,south_asian,other,no,male,no,black,no,short_curly,no,no
4703559346_6256a90d97_4047_28315937@N05_1_mirror.png,middle_aged,east_asian,other,no,female,sunglasses,black,no,short_straight,no,yes
5049626615_40801fd01e_4145_12335548@N00_2_mirror.png,senior,white,other,thick_beard,male,no,white,no,bald,yes,yes
4686637415_8562654c3b_1271_29632976@N05_1_.png,senior,east_asian,brown,no,male,eyeglasses,brown,no,long_straight,yes,yes
5113106067_020983445c_4153_53666616@N03_1_mirror.png,early_adulthood,east_asian,other,no,male,no,brown,no,short_straight,yes,no
4670931965_bf371e16b3_4055_70172064@N00_2_mirror.png,teenager,east_asian,brown,no,male,eyeglasses,brown,no,short_straight,yes,yes
6073534843_341a635597_6071_36257671@N08_4_mirror.png,senior,black,other,no,female,no,other,turban,other,yes,yes
4801046963_ed0436173a_4116_47613732@N02_1_.png,early_adulthood,black,brown,no,female,no,black,turban,other,no,yes
4840489707_cd49cbd631_4111_49338209@N07_2_.png,middle_aged,white,blue,no,male,no,white,no,short_straight,no,no
4861450202_8a7a36694c_4095_48942845@N07_2_mirror.png,kid,white,brown,no,female,no,brown,no,long_straight,yes,yes
4664012767_8f628c5747_4021_40421502@N02_1_.png,early_adulthood,east_asian,brown,no,female,no,black,no,long_straight,no,yes
4927885272_9a9705e411_4139_52035038@N03_4_.png,kid,south_asian,brown,no,male,no,black,no,short_straight,yes,yes
4678217579_54a572c2e1_4047_14261229@N05_4_mirror.png,adult,east_asian,other,no,female,eyeglasses,brown,no,short_straight,no,yes
5190961894_8391bbe8b5_1285_34337233@N08_1_mirror.png,early_adulthood,south_asian,other,no,female,no,black,no,long_straight,no,no
6290584265_fc66a9847a_6042_69192803@N07_1_mirror.png,adult,white,brown,light_beard,female,no,black,no,other,yes,yes
5102207987_0417259a6d_1080_55027529@N03_1_.png,kid,south_asian,brown,no,female,no,black,no,short_curly,no,yes
4685859923_11127cac5a_1302_9836216@N06_1_.png,middle_aged,east_asian,brown,no,female,no,brown,no,long_straight,yes,no
4791073935_4048be9d2c_4076_40332606@N08_2_.png,middle_aged,black,brown,no,male,no,black,no,short_curly,yes,yes
5032515260_ab2b5b4f7a_4148_85173665@N00_1_.png,early_adulthood,south_asian,brown,thick_mustache,female,no,black,no,short_straight,yes,no
5476301098_4dfb698bcc_5260_99425225@N00_3_.png,teenager,black,brown,no,female,no,brown,no,short_curly,no,yes
5557262875_5fa5c27d2d_5268_37933312@N04_3_mirror.png,early_adulthood,black,brown,no,female,no,brown,no,short_curly,yes,yes
4863540370_81295338d4_4096_42342411@N07_1_.png,kid,south_asian,brown,no,male,no,black,no,short_straight,no,yes
4689130794_6b3688d5f7_4067_51038922@N04_2_mirror.png,early_adulthood,east_asian,brown,no,female,no,brown,no,long_straight,yes,yes
4792882443_795bc4bb0e_4140_46661087@N02_4_mirror.png,kid,black,brown,no,male,no,other,no,bald,yes,yes
5280179814_76cc2aaf58_5161_34720905@N07_5_.png,kid,black,brown,no,male,no,black,no,short_curly,no,yes
5157088435_fd34f71734_4035_28107288@N07_1_mirror.png,kid,south_asian,other,no,male,no,black,no,short_straight,no,yes
5158679633_70bb0eb07d_4085_45727083@N00_2_.png,early_adulthood,white,blue,no,male,no,other,cap,other,yes,no
4896977549_ae1d7349a1_4121_47242743@N07_1_mirror.png,early_adulthood,east_asian,brown,no,male,eyeglasses,black,no,short_straight,no,yes
5166803091_b48c1bda43_1431_42306431@N02_2_mirror.png,adult,white,brown,no,male,no,black,no,short_straight,yes,yes
4992656266_ccddae0fdb_4133_24888044@N08_1_mirror.png,teenager,south_asian,other,no,female,no,black,no,long_straight,yes,no
5120571058_dfe98ecf1c_1254_48468131@N05_1_.png,middle_aged,white,brown,no,female,no,brown,no,other,yes,yes
4663399361_e4d5a8342a_4039_84945347@N00_2_mirror.png,baby,white,brown,no,female,no,brown,no,short_straight,no,no
4798184146_a52282528f_4116_29470421@N03_6_.png,middle_aged,south_asian,other,no,female,no,black,no,other,no,no
5462414430_41b80e893c_5020_52096232@N03_5_.png,adult,east_asian,brown,no,male,no,black,no,short_curly,yes,yes
4835733896_3966682fdc_4149_45031007@N07_1_mirror.png,middle_aged,white,blue,no,male,no,black,no,short_straight,no,no
4981557189_689f0891b1_4150_52898791@N05_1_mirror.png,early_adulthood,white,other,no,female,no,blonde,no,short_straight,no,no
5044687735_704fec6405_4130_63946635@N00_1_.png,retirement,white,other,no,female,no,white,no,short_straight,no,no
5043832861_965530d285_4112_25954195@N00_1_.png,early_adulthood,white,green,no,female,sunglasses,brown,no,short_straight,yes,no
4665341053_65ac8ec04a_1287_43041308@N00_2_.png,early_adulthood,white,blue,no,male,eyeglasses,brown,no,short_curly,yes,yes
5373068115_92ba71656d_5287_58568799@N04_1_.png,adult,black,brown,thick_mustache,male,no,black,no,short_curly,no,yes
4926563508_a543e13b4d_4100_53121091@N04_3_mirror.png,adult,white,other,no,male,no,brown,no,short_straight,no,yes
4659627262_dcb365ce2d_4027_21818376@N00_1_.png,early_adulthood,east_asian,brown,no,male,no,black,no,long_straight,yes,yes
4691037450_b2630fc269_4022_72132261@N00_1_.png,early_adulthood,east_asian,brown,no,male,no,black,no,short_curly,yes,yes
5991658545_8862bcfea6_6143_49151834@N03_1_.png,early_adulthood,white,other,no,female,no,black,no,long_curly,yes,no
4666130543_a3ce8cd3c1_4064_7358008@N07_2_mirror.png,senior,east_asian,brown,no,female,no,brown,no,short_straight,yes,yes
4665890180_20e81628de_4026_43041308@N00_2_.png,adult,white,brown,no,female,no,brown,no,long_straight,yes,no
4875792077_f07716860f_4097_50900177@N05_5_.png,teenager,south_asian,other,no,male,no,black,no,short_straight,yes,yes
5196964886_5004793e05_4151_50517348@N05_2_mirror.png,teenager,black,brown,no,male,no,other,no,other,yes,yes
5113177328_d6b7d2026e_4083_52218251@N07_1_.png,middle_aged,white,brown,no,male,no,brown,no,short_straight,no,no
4822451784_3e414fd10b_4116_44080977@N02_1_mirror.png,adult,white,other,no,female,no,white,no,long_straight,no,no
4751744273_551f0a0c41_4120_94902018@N00_4_mirror.png,teenager,south_asian,brown,no,female,no,black,no,short_curly,yes,yes
5056810966_481dee0fc2_4111_34956641@N03_3_.png,senior,white,brown,light_beard,male,eyeglasses,white,no,short_curly,no,yes
4956149575_699672e2b5_4125_53954091@N00_2_.png,retirement,black,other,light_goatee,male,no,black,no,bald,yes,yes
6071446468_5885909e55_6088_71606984@N00_1_mirror.png,early_adulthood,black,brown,no,female,no,black,no,long_straight,yes,yes
4887014662_e3a415a695_4121_50334440@N06_1_mirror.png,middle_aged,white,other,no,male,no,black,no,bald,no,yes
5159874881_888134c3ae_4021_55409210@N07_1_.png,adult,south_asian,brown,light_goatee,male,eyeglasses,black,no,long_straight,yes,yes
4680996343_8cdede6e92_4043_72132261@N00_1_.png,early_adulthood,east_asian,brown,no,male,eyeglasses,black,no,short_straight,yes,no
5077767381_cc5a93b5c8_4067_49165538@N04_1_.png,early_adulthood,south_asian,brown,no,female,no,black,turban,long_straight,yes,yes
4665113556_eb0dfa3276_4035_83857337@N00_3_.png,middle_aged,east_asian,brown,no,male,eyeglasses,black,no,short_straight,yes,yes
5142321554_e4d0223d54_4087_69824970@N00_1_mirror.png,senior,south_asian,brown,no,female,no,brown,no,short_curly,no,yes
5209564704_b2bf8148c1_5204_35348264@N06_1_.png,adult,south_asian,brown,light_goatee,male,no,other,cap,other,no,yes
4701632920_60f4b45e8c_4057_8685540@N07_3_.png,teenager,east_asian,brown,no,female,no,black,no,short_straight,yes,yes
4927903678_7cebcbc501_4074_52035038@N03_2_mirror.png,baby,south_asian,brown,no,male,no,black,no,short_straight,yes,yes
6279266019_c893dd0c21_6227_38117534@N06_1_.png,early_adulthood,white,brown,no,female,no,brown,turban,long_straight,no,yes
4959880040_b754524394_4147_53266830@N05_2_mirror.png,senior,white,brown,no,male,eyeglasses,black,no,short_straight,yes,yes
4902541533_eb6bcf1aa0_4100_20661893@N05_2_mirror.png,middle_aged,white,other,no,female,no,brown,cap,long_straight,yes,yes
6087764727_6c029a8232_6183_65512926@N03_2_.png,middle_aged,black,other,no,male,no,black,no,short_straight,yes,yes
4837388217_43a327da76_4130_52487851@N02_4_mirror.png,teenager,south_asian,other,no,female,no,black,turban,long_straight,yes,no
4879455690_4bd8f35918_4134_16026448@N00_1_mirror.png,kid,south_asian,other,no,female,no,black,no,short_straight,yes,yes
5145138661_315ce7dae3_1257_32616504@N03_1_mirror.png,early_adulthood,white,other,light_mustache,male,no,black,no,short_straight,no,yes
4667897322_f40df8c20f_4011_40909160@N08_2_.png,middle_aged,east_asian,brown,no,male,no,black,no,short_straight,yes,yes
4680996343_8cdede6e92_4043_72132261@N00_4_.png,middle_aged,east_asian,brown,light_mustache,male,eyeglasses,black,no,short_straight,yes,yes
4889538423_9aeb11acb5_4100_29456680@N06_1_mirror.png,early_adulthood,white,brown,no,male,no,other,no,bald,no,yes
4672607825_2fe16fb1d9_4035_28940507@N07_2_.png,middle_aged,white,brown,no,female,no,brown,no,long_straight,yes,yes
4860394458_e0a2c7acf5_4101_45459863@N04_1_.png,early_adulthood,black,brown,no,female,no,black,no,short_curly,yes,yes
5396165042_38e84937bb_4087_41916075@N06_2_.png,adult,white,other,no,male,no,black,no,bald,yes,yes
4692633535_68bb0dcde3_4057_51004170@N07_7_mirror.png,kid,black,other,no,male,no,blonde,no,bald,yes,yes
5169439318_51741df022_4040_49045206@N03_2_.png,retirement,white,other,no,male,no,white,no,short_straight,yes,yes
4769296318_955a12df80_4115_13844409@N04_1_.png,teenager,south_asian,brown,no,female,no,black,no,short_curly,yes,yes
5195293208_b1670b9fb6_4129_27031523@N04_1_mirror.png,early_adulthood,south_asian,other,no,male,no,black,no,short_straight,yes,yes
4686369908_be736cb1aa_4070_37084395@N00_1_.png,early_adulthood,east_asian,brown,no,female,eyeglasses,brown,no,short_straight,yes,no
5196928150_7064dea00e_4154_50517348@N05_4_.png,early_adulthood,black,brown,no,male,no,black,no,short_curly,yes,yes
4682612059_242cc78e44_4047_45280621@N05_2_.png,middle_aged,east_asian,brown,no,female,no,black,no,short_straight,yes,yes
4676036079_76ba29c2cf_4052_50062947@N04_1_mirror.png,early_adulthood,east_asian,brown,no,male,eyeglasses,black,no,short_straight,yes,yes
4780096630_d77b7cd5b0_4118_50874761@N06_1_mirror.png,teenager,south_asian,brown,no,female,no,black,no,long_straight,yes,yes
4693270916_bd39fc12b0_4012_40008754@N07_1_.png,senior,east_asian,brown,no,female,no,black,no,short_straight,yes,yes
4834333408_f72ccfc8c9_4103_52471879@N08_1_mirror.png,kid,south_asian,brown,no,female,no,black,no,short_curly,yes,yes
5362237355_ba36c33e2e_5163_58406983@N04_1_mirror.png,kid,black,other,no,male,no,black,no,short_curly,yes,yes
5966722741_b18f1f78bb_6129_51140642@N07_5_.png,early_adulthood,black,brown,no,female,no,black,no,short_curly,yes,yes
4767238868_c48e217285_4122_43337590@N04_5_mirror.png,early_adulthood,black,brown,no,male,no,other,helmet,other,yes,yes
5003047698_81317273b0_4107_94639077@N00_1_mirror.png,baby,white,blue,no,female,no,blonde,no,short_straight,yes,no
4910028010_71119a6a8f_4082_52879995@N04_14_.png,early_adulthood,south_asian,other,no,male,no,black,no,short_curly,yes,no
4927947350_db27fcd420_4119_52035038@N03_3_.png,middle_aged,south_asian,brown,no,female,no,black,turban,other,yes,yes
5168596078_6f0bf73f26_4084_10422818@N08_1_.png,retirement,white,brown,no,male,no,other,no,short_straight,no,yes
